model,rep,item_id,gold,pred,correct,hard,raw_output,wall_ms,ttft_ms,total_ms,decode_tps,prefill_tps,prompt_tokens,output_tokens,footprint_gb,vram_gb,gpu_ratio,num_ctx,error
qwen3:1.7b-q8_0,0,18,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,101.37,33.53,99.28,90.5,5010.14,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,19,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.59,15.06,68.96,113.1,11088.98,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,20,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,92.31,29.22,90.53,91.65,5749.29,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,21,knowledge_retrieval,small_talk,False,True,small_talk,61.8,16.56,59.88,114.67,10086.98,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,22,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,75.44,17.73,73.98,108.54,9815.54,174,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,23,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,95.53,15.85,78.33,94.02,10664.48,169,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,24,knowledge_retrieval,small_talk,False,True,small_talk,60.4,16.3,58.39,119.05,10364.92,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,25,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,74.77,16.35,73.41,109.34,10338.92,169,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,26,knowledge_retrieval,small_talk,False,True,small_talk,68.59,15.75,66.77,93.62,10605.19,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,27,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,99.52,15.57,75.95,112.32,10921.24,170,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,90.81,33.11,89.5,110.15,5013.59,166,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,29,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,90.99,34.14,89.88,112.89,4979.5,170,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,30,summarize,summarize,True,False,summarize,61.95,16.26,60.37,112.32,10271.87,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,31,summarize,summarize,True,False,summarize,69.26,20.32,64.98,113.77,8267.31,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,32,summarize,summarize,True,False,summarize,59.99,15.58,58.08,113.45,10652.63,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,33,summarize,summarize,True,False,summarize,77.5,33.43,75.55,116.16,4995.36,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,34,summarize,summarize,True,False,summarize,102.49,59.37,100.67,115.61,2779.28,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,35,summarize,summarize,True,False,summarize,58.78,14.99,56.65,116.54,11008.81,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,36,summarize,summarize,True,False,summarize,75.19,27.07,73.46,116.04,6131.57,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,37,summarize,summarize,True,False,summarize,91.66,34.07,89.67,95.41,4872.89,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,38,summarize,knowledge_retrieval,False,False,knowledge_retrieval,73.29,16.05,71.83,108.38,10652.21,171,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,39,summarize,summarize,True,False,summarize,95.2,33.46,93.79,88.98,5110.27,171,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,40,summarize,summarize,True,False,summarize,98.41,22.03,79.6,113.76,7716.4,170,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,41,summarize,summarize,True,False,summarize,75.9,15.96,62.85,110.41,10590.96,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,42,summarize,small_talk,False,False,small_talk,74.83,15.86,60.14,116.96,10590.68,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,43,summarize,summarize,True,False,summarize,79.6,15.89,77.59,110.46,10445.51,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,44,summarize,summarize,True,False,summarize,65.75,15.94,62.88,112.17,10417.32,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,45,summarize,summarize,True,True,summarize,92.53,15.87,68.71,110.27,10841.47,172,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,46,summarize,summarize,True,True,summarize,74.33,18.98,72.91,105.52,8903.64,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,47,summarize,small_talk,False,True,small_talk,64.39,16.71,61.42,113.32,9932.39,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,48,summarize,summarize,True,True,summarize,66.24,21.01,64.59,115.14,7899.87,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,49,summarize,small_talk,False,True,small_talk,72.28,16.43,70.89,93.02,10345.04,170,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,50,small_talk,small_talk,True,False,small_talk,81.27,35.73,79.74,110.5,4562.38,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,51,small_talk,small_talk,True,False,small_talk,59.9,15.95,58.41,112.79,10220.72,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,52,small_talk,small_talk,True,False,small_talk,62.53,15.45,58.29,117.46,10547.43,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,53,small_talk,small_talk,True,False,small_talk,61.66,17.23,60.46,117.17,9458.05,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,54,small_talk,small_talk,True,False,small_talk,84.33,34.65,82.24,113.99,4733.59,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,55,small_talk,small_talk,True,False,small_talk,92.83,31.44,89.68,95.79,5248.09,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,56,small_talk,small_talk,True,False,small_talk,62.37,14.77,61.06,115.42,11101.33,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,57,small_talk,small_talk,True,False,small_talk,73.89,17.66,71.6,106.66,9231.99,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,58,small_talk,small_talk,True,False,small_talk,80.77,15.87,76.89,111.04,10272.25,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,59,small_talk,small_talk,True,False,small_talk,68.14,14.88,66.31,107.12,11022.25,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,60,small_talk,small_talk,True,False,small_talk,66.92,15.17,65.58,113.52,10747.02,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,61,small_talk,small_talk,True,False,small_talk,74.31,27.22,71.27,114.19,6025.42,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,62,small_talk,small_talk,True,False,small_talk,77.22,30.6,75.22,117.31,5392.69,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,63,small_talk,small_talk,True,False,small_talk,62.4,15.56,60.78,112.38,10602.75,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,64,small_talk,small_talk,True,False,small_talk,59.47,15.12,57.73,113.78,10850.15,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,65,small_talk,small_talk,True,False,small_talk,68.23,15.18,63.49,107.81,10802.27,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,66,small_talk,small_talk,True,False,small_talk,63.76,16.35,62.0,113.99,10152.28,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,67,small_talk,small_talk,True,False,small_talk,79.99,15.53,75.72,94.27,10559.53,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,68,small_talk,small_talk,True,True,small_talk,108.97,28.42,86.19,112.08,5805.97,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,69,small_talk,small_talk,True,True,small_talk,93.02,25.33,81.21,119.57,6434.04,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,70,small_talk,small_talk,True,True,small_talk,67.38,15.88,63.81,115.7,10389.12,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,71,small_talk,small_talk,True,True,small_talk,71.89,15.4,70.21,93.07,10711.5,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,72,small_talk,small_talk,True,True,small_talk,63.07,15.41,61.74,102.21,10644.51,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,73,small_talk,small_talk,True,True,small_talk,66.43,15.31,62.37,113.18,10709.16,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,74,small_talk,small_talk,True,True,small_talk,90.41,14.08,64.77,109.61,11644.42,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,75,small_talk,small_talk,True,True,small_talk,62.77,13.98,61.23,109.7,11658.68,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,76,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,72.03,15.78,70.04,108.08,10520.31,166,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,77,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,73.62,16.18,72.13,112.44,10444.99,169,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,78,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,77.13,16.49,74.68,104.38,10371.81,171,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,79,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,73.17,16.54,71.35,108.62,10035.67,166,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,80,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,75.67,16.5,73.35,106.16,10182.44,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,81,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,71.71,16.19,70.12,111.03,10378.06,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,82,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,96.07,33.59,94.68,93.44,4971.27,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,83,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,79.34,19.24,77.51,98.39,8680.28,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,84,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,77.07,19.52,74.84,109.2,8554.01,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,85,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,83.34,23.43,81.76,104.06,7127.31,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,86,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,71.76,16.29,69.19,112.49,10316.24,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,87,summarize,summarize,True,False,summarize,63.02,16.3,61.19,113.26,10242.26,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,88,summarize,summarize,True,False,summarize,80.82,16.23,64.91,110.51,10348.65,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,89,summarize,summarize,True,False,summarize,80.38,19.87,78.48,92.48,8504.43,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,90,summarize,summarize,True,False,summarize,72.91,16.3,70.7,87.44,10184.67,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,91,summarize,summarize,True,False,summarize,69.43,25.47,67.9,114.83,6557.76,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,92,summarize,summarize,True,False,summarize,67.25,19.89,66.02,114.99,8444.33,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,93,summarize,summarize,True,False,summarize,86.55,34.42,84.41,112.4,4880.74,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,94,small_talk,small_talk,True,False,small_talk,66.49,16.32,64.94,102.66,10050.87,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,95,small_talk,small_talk,True,False,small_talk,59.63,14.89,57.89,116.59,11079.03,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,96,small_talk,small_talk,True,False,small_talk,60.51,15.73,58.27,117.54,10490.84,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,97,small_talk,small_talk,True,False,small_talk,64.82,15.32,62.43,108.22,10707.06,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,98,small_talk,small_talk,True,False,small_talk,135.23,22.47,132.39,104.9,7299.27,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,0,99,small_talk,small_talk,True,False,small_talk,74.07,27.54,71.61,112.83,5955.84,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,0,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.84,16.14,72.56,107.33,10346.96,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,1,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,91.56,15.64,71.4,102.71,10675.7,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,2,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.3,15.96,68.44,112.8,10523.68,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,3,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,79.93,16.34,77.84,98.76,10402.01,170,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,4,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,79.57,24.28,78.09,109.48,6920.7,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,5,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,75.33,17.75,73.65,112.28,9465.86,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,6,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,69.55,15.84,68.21,108.07,10604.05,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,7,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,71.34,15.88,68.9,107.8,10642.32,169,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,8,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,93.35,15.46,70.73,110.17,10805.56,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,9,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.37,14.61,68.92,110.82,11360.53,166,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,10,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.17,16.13,72.22,105.93,10350.81,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,11,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,111.83,27.01,96.98,94.48,6221.07,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,12,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.25,15.89,72.37,107.41,10697.88,170,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,13,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,69.2,15.4,67.86,108.33,11107.5,171,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,14,knowledge_retrieval,,False,False,chain_of_thought,79.37,19.13,77.75,111.55,8728.83,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,15,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,71.09,16.68,69.19,107.53,10073.75,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,16,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.6,15.89,69.02,112.28,10507.11,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,17,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.33,17.98,72.73,109.67,9342.16,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,18,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.33,16.32,69.04,110.92,10296.01,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,19,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,91.8,15.6,68.17,109.54,10703.07,167,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,20,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,81.38,24.68,79.71,103.81,6805.75,168,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,21,knowledge_retrieval,small_talk,False,True,small_talk,61.25,17.23,59.46,119.52,9695.21,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,22,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,74.52,16.25,72.61,111.12,10704.4,174,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,23,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,69.96,15.8,68.22,111.06,10694.17,169,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,24,knowledge_retrieval,small_talk,False,True,small_talk,63.17,16.87,60.69,117.91,10018.38,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,25,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,119.01,27.65,109.96,107.0,6112.34,169,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,26,knowledge_retrieval,small_talk,False,True,small_talk,85.37,18.51,83.74,100.67,9020.2,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,27,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,72.75,16.44,70.9,108.4,10341.89,170,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,71.81,16.51,69.74,111.75,10054.51,166,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,29,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,93.49,15.85,73.36,99.78,10723.52,170,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,30,summarize,summarize,True,False,summarize,62.42,17.59,60.91,110.52,9496.73,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,31,summarize,summarize,True,False,summarize,61.62,15.76,60.08,112.84,10659.9,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,32,summarize,summarize,True,False,summarize,88.85,16.78,87.11,111.15,9894.5,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,33,summarize,summarize,True,False,summarize,101.67,19.62,92.35,101.45,8509.99,167,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,34,summarize,summarize,True,False,summarize,126.02,21.39,95.4,113.13,7713.52,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,35,summarize,summarize,True,False,summarize,95.55,15.31,90.51,96.16,10777.97,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,36,summarize,summarize,True,False,summarize,106.57,17.33,76.51,108.63,9576.55,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,37,summarize,summarize,True,False,summarize,134.35,16.37,112.75,112.77,10142.36,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,38,summarize,knowledge_retrieval,False,False,knowledge_retrieval,76.4,18.47,73.9,103.21,9257.25,171,5,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,39,summarize,summarize,True,False,summarize,60.63,16.24,58.19,116.84,10526.96,171,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,40,summarize,summarize,True,False,summarize,58.75,15.88,56.51,120.1,10704.62,170,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,41,summarize,summarize,True,False,summarize,75.9,18.46,62.07,107.68,9156.42,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,42,summarize,small_talk,False,False,small_talk,84.52,34.81,82.99,100.33,4825.78,168,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,43,summarize,summarize,True,False,summarize,59.77,15.44,57.17,112.44,10752.69,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,44,summarize,summarize,True,False,summarize,64.22,16.18,61.72,101.9,10260.21,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,45,summarize,summarize,True,True,summarize,74.07,24.09,72.5,109.2,7139.89,172,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,46,summarize,summarize,True,True,summarize,66.64,17.06,64.84,115.2,9905.63,169,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,47,summarize,small_talk,False,True,small_talk,64.74,17.33,62.89,105.64,9580.42,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,48,summarize,summarize,True,True,summarize,57.93,15.38,56.37,114.75,10791.83,166,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,49,summarize,small_talk,False,True,small_talk,69.56,19.16,68.0,96.17,8872.65,170,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,50,small_talk,small_talk,True,False,small_talk,60.19,15.49,58.11,112.8,10519.52,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,51,small_talk,small_talk,True,False,small_talk,75.8,16.3,71.99,88.54,10001.23,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,52,small_talk,small_talk,True,False,small_talk,72.62,15.87,70.13,111.29,10273.54,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,53,small_talk,small_talk,True,False,small_talk,58.07,14.76,56.76,116.08,11044.11,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,54,small_talk,small_talk,True,False,small_talk,74.18,22.7,71.64,97.22,7225.94,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,55,small_talk,small_talk,True,False,small_talk,75.83,14.38,67.7,118.7,11475.07,165,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,56,small_talk,small_talk,True,False,small_talk,67.22,15.74,65.63,94.26,10419.98,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,57,small_talk,small_talk,True,False,small_talk,63.78,14.69,62.22,115.28,11097.49,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,58,small_talk,small_talk,True,False,small_talk,72.26,14.09,66.25,110.1,11571.77,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,59,small_talk,small_talk,True,False,small_talk,63.23,14.74,61.46,114.16,11126.94,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,60,small_talk,small_talk,True,False,small_talk,66.12,17.9,64.54,104.13,9105.13,163,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,61,small_talk,small_talk,True,False,small_talk,58.07,14.96,56.58,115.39,10961.83,164,4,2.022,2.022,100.0,2048,
qwen3:1.7b-q8_0,1,62,small_talk,small_talk,True,False,small_talk,84.34,15.98,65.39,95.74,10325.41,165,4,2.022,2.022,100.0,2048,
