model,rep,item_id,gold,pred,correct,hard,raw_output,wall_ms,ttft_ms,total_ms,decode_tps,prefill_tps,prompt_tokens,output_tokens,footprint_gb,vram_gb,gpu_ratio,num_ctx,error
qwen3:0.6b,0,27,knowledge_retrieval,small_talk,False,True,small_talk,32.64,10.16,31.85,274.93,16737.23,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,36.46,10.56,34.98,273.13,15721.19,166,5,0.867,0.867,100.0,4096,
qwen3:0.6b,0,29,knowledge_retrieval,small_talk,False,True,small_talk,32.47,9.49,31.12,279.43,17919.26,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,30,summarize,summarize,True,False,summarize,33.13,9.82,31.66,260.67,17000.92,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,31,summarize,summarize,True,False,summarize,33.43,10.22,32.3,262.42,16438.36,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,32,summarize,summarize,True,False,summarize,33.06,10.09,31.47,278.03,16447.04,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,33,summarize,summarize,True,False,summarize,45.7,10.24,32.06,280.82,16305.41,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,34,summarize,,False,False,重点：你好，今天心情怎么样？,7279.74,7137.58,7278.52,66.71,23.12,165,9,0.867,0.867,100.0,4096,
qwen3:0.6b,0,35,summarize,small_talk,False,False,small_talk,107.8,22.55,106.33,93.22,7316.1,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,36,summarize,,False,False,none,46.35,17.16,44.74,111.15,9673.66,166,2,0.867,0.867,100.0,4096,
qwen3:0.6b,0,37,summarize,summarize,True,False,summarize,66.79,19.32,65.42,102.7,8590.8,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,38,summarize,,False,False,这段文字讲的是关于Redis和MySQL的区别。,163.43,21.36,138.66,101.18,8007.49,171,11,0.867,0.867,100.0,4096,
qwen3:0.6b,0,39,summarize,summarize,True,False,summarize,62.37,19.98,61.01,115.13,8556.85,171,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,40,summarize,summarize,True,False,summarize,47.16,17.4,46.1,209.72,9772.36,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,41,summarize,,False,False,condense,33.71,11.82,31.83,232.74,14292.96,169,3,0.867,0.867,100.0,4096,
qwen3:0.6b,0,42,summarize,summarize,True,False,"- 你好呀，今天心情怎么样？  
- 摘要、",88.71,12.74,87.2,241.59,13190.95,168,16,0.867,0.867,100.0,4096,
qwen3:0.6b,0,43,summarize,summarize,True,False,summarize,35.06,10.83,33.21,234.27,15333.46,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,44,summarize,summarize,True,False,summarize,35.23,11.12,33.9,238.21,14934.77,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,45,summarize,summarize,True,True,summarize,53.75,10.88,32.74,235.86,15804.47,172,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,46,summarize,summarize,True,True,summarize,46.98,11.65,33.66,258.2,14503.95,169,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,47,summarize,,False,True,"1. 你好呀，今天心情怎么样？  
2. 我感觉",83.18,9.83,82.06,239.06,16888.8,166,16,0.867,0.867,100.0,4096,
qwen3:0.6b,0,48,summarize,,False,True,core_viewpoint,53.75,10.33,32.72,249.55,16071.26,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,49,summarize,summarize,True,True,summarize,35.67,10.89,34.11,228.91,15614.95,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,50,small_talk,small_talk,True,False,small_talk,2822.03,2772.82,2820.68,114.6,58.78,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,51,small_talk,small_talk,True,False,small_talk,170.75,27.27,160.47,90.1,5976.61,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,52,small_talk,,False,False,谢谢,138.89,20.44,103.62,113.87,7974.95,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,0,53,small_talk,small_talk,True,False,small_talk,467.7,21.87,465.59,69.36,7453.81,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,54,small_talk,small_talk,True,False,small_talk,2918.29,2593.52,2900.22,21.95,63.23,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,55,small_talk,small_talk,True,False,small_talk,34.09,9.74,32.1,248.08,16945.67,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,56,small_talk,small_talk,True,False,small_talk,48.0,9.96,30.56,268.93,16470.82,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,57,small_talk,small_talk,True,False,small_talk,33.91,9.42,32.84,264.45,17299.94,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,58,small_talk,,False,False,good,24.43,9.6,23.4,303.63,16979.17,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,0,59,small_talk,small_talk,True,False,small_talk,48.98,9.34,30.76,281.37,17553.25,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,60,small_talk,small_talk,True,False,small_talk,46.96,10.02,31.03,260.25,16262.6,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,61,small_talk,small_talk,True,False,small_talk,32.38,9.82,30.81,266.21,16704.01,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,62,small_talk,small_talk,True,False,small_talk,30.3,9.21,29.38,275.94,17907.53,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,63,small_talk,small_talk,True,False,small_talk,44.61,9.37,30.3,282.91,17613.15,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,64,small_talk,small_talk,True,False,small_talk,31.8,9.4,30.22,268.38,17444.95,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,65,small_talk,small_talk,True,False,small_talk,31.22,9.13,30.08,262.35,17956.86,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,66,small_talk,small_talk,True,False,small_talk,37.7,11.13,36.47,244.72,14914.65,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,67,small_talk,small_talk,True,False,small_talk,54.24,10.07,32.22,257.04,16282.76,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,68,small_talk,small_talk,True,True,small_talk,44.83,9.43,31.4,283.49,17491.78,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,69,small_talk,,False,True,continue,36.31,9.16,21.68,262.81,17785.05,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,0,70,small_talk,small_talk,True,True,small_talk,32.2,9.31,31.06,278.38,17719.07,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,71,small_talk,small_talk,True,True,small_talk,31.66,9.39,30.31,287.77,17570.01,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,72,small_talk,small_talk,True,True,small_talk,29.37,9.07,28.18,284.92,18079.59,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,73,small_talk,small_talk,True,True,small_talk,55.44,9.38,31.88,267.47,17474.69,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,74,small_talk,small_talk,True,True,small_talk,45.64,9.78,31.1,286.49,16765.49,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,75,small_talk,,False,True,有意思,37.43,8.68,21.69,293.77,18780.97,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,0,76,knowledge_retrieval,small_talk,False,False,small_talk,54.72,10.59,31.08,276.57,15678.13,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,77,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,47.02,9.32,32.76,281.55,18140.83,169,5,0.867,0.867,100.0,4096,
qwen3:0.6b,0,78,knowledge_retrieval,small_talk,False,False,small_talk,31.84,9.51,30.7,280.72,17988.64,171,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,79,knowledge_retrieval,small_talk,False,False,small_talk,43.72,10.21,31.28,272.98,16255.39,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,80,knowledge_retrieval,small_talk,False,False,small_talk,49.14,11.06,33.72,257.68,15195.37,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,81,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,37.15,10.91,36.17,262.19,15404.36,168,5,0.867,0.867,100.0,4096,
qwen3:0.6b,0,82,knowledge_retrieval,summarize,False,False,summarize,35.06,11.44,34.02,248.68,14592.8,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,83,knowledge_retrieval,small_talk,False,False,small_talk,35.62,11.33,34.63,265.39,14739.63,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,84,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,34.07,9.75,32.94,289.47,17135.23,167,5,0.867,0.867,100.0,4096,
qwen3:0.6b,0,85,knowledge_retrieval,small_talk,False,False,small_talk,31.31,9.79,30.32,281.12,17059.97,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,86,knowledge_retrieval,small_talk,False,False,small_talk,32.7,9.49,31.21,271.35,17697.25,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,87,summarize,summarize,True,False,summarize,50.67,9.89,30.38,285.8,16885.74,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,88,summarize,summarize,True,False,summarize,47.33,9.76,31.88,268.53,17214.88,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,89,summarize,,False,False,报告浓缩如下：这份报告详细探讨了Redis和MySQL在数据存储、,78.7,9.79,77.56,268.57,17253.7,169,16,0.867,0.867,100.0,4096,
qwen3:0.6b,0,90,summarize,summarize,True,False,summarize,32.77,10.31,31.74,275.54,16102.43,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,91,summarize,small_talk,False,False,small_talk,32.87,9.63,31.16,260.96,17343.44,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,92,summarize,summarize,True,False,summarize,32.04,10.34,30.99,287.87,16253.87,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,93,summarize,summarize,True,False,summarize,51.83,9.56,29.53,288.04,17571.38,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,94,small_talk,small_talk,True,False,small_talk,47.13,9.33,29.82,282.11,17570.17,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,95,small_talk,small_talk,True,False,small_talk,31.9,10.97,30.19,283.95,15034.17,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,96,small_talk,small_talk,True,False,small_talk,46.28,11.7,31.27,286.33,14106.18,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,97,small_talk,small_talk,True,False,small_talk,30.65,9.23,29.63,269.69,17758.53,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,98,small_talk,small_talk,True,False,small_talk,32.8,9.29,31.75,264.97,17647.69,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,0,99,small_talk,small_talk,True,False,small_talk,30.62,9.04,29.59,291.99,18151.63,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,0,knowledge_retrieval,small_talk,False,False,small_talk,32.69,9.88,31.13,287.13,16897.7,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,1,knowledge_retrieval,small_talk,False,False,small_talk,33.04,9.69,31.25,250.8,17236.04,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,2,knowledge_retrieval,small_talk,False,False,small_talk,32.2,9.91,31.07,281.23,16945.73,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,3,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,36.22,9.74,35.18,266.67,17450.22,170,5,0.867,0.867,100.0,4096,
qwen3:0.6b,1,4,knowledge_retrieval,small_talk,False,False,small_talk,33.54,10.09,32.46,273.45,16656.75,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,5,knowledge_retrieval,summarize,False,False,summarize,37.75,11.64,36.68,252.22,14430.51,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,6,knowledge_retrieval,summarize,False,False,summarize,31.72,10.27,31.14,275.71,16366.29,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,7,knowledge_retrieval,summarize,False,False,summarize,53.36,9.67,30.42,278.3,17467.7,169,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,8,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,37.45,10.03,36.02,265.04,16646.73,167,5,0.867,0.867,100.0,4096,
qwen3:0.6b,1,9,knowledge_retrieval,small_talk,False,False,small_talk,34.89,10.3,33.83,260.43,16114.94,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,10,knowledge_retrieval,small_talk,False,False,small_talk,36.84,10.52,35.79,235.63,15868.49,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,11,knowledge_retrieval,small_talk,False,False,small_talk,44.83,10.22,32.51,264.69,16444.79,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,12,knowledge_retrieval,small_talk,False,False,small_talk,33.9,11.15,32.55,255.95,15250.74,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,13,knowledge_retrieval,small_talk,False,False,small_talk,37.57,10.38,36.06,238.89,16469.23,171,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,14,knowledge_retrieval,,False,False,no_chain_of_thought_prompting,50.08,11.3,48.38,259.92,14773.53,167,8,0.867,0.867,100.0,4096,
qwen3:0.6b,1,15,knowledge_retrieval,small_talk,False,False,small_talk,34.43,10.55,32.97,265.34,15922.66,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,16,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,41.07,10.67,39.57,243.74,15652.83,167,5,0.867,0.867,100.0,4096,
qwen3:0.6b,1,17,knowledge_retrieval,small_talk,False,False,small_talk,36.07,10.48,34.95,260.76,16030.53,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,18,knowledge_retrieval,summarize,False,False,summarize,35.54,10.57,34.14,260.13,15892.54,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,19,knowledge_retrieval,small_talk,False,False,small_talk,51.22,9.88,30.56,284.47,16907.97,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,20,knowledge_retrieval,small_talk,False,True,small_talk,33.0,10.11,30.7,285.82,16623.79,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,21,knowledge_retrieval,small_talk,False,True,small_talk,35.84,10.86,33.63,233.4,15383.2,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,22,knowledge_retrieval,small_talk,False,True,small_talk,46.87,12.43,44.43,238.78,14000.64,174,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,23,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,78.85,12.28,76.91,244.05,13758.85,169,5,0.867,0.867,100.0,4096,
qwen3:0.6b,1,24,knowledge_retrieval,,False,True,请继续提问，我将尽力为您详细解答。,91.35,10.21,83.13,277.38,16552.4,169,12,0.867,0.867,100.0,4096,
qwen3:0.6b,1,25,knowledge_retrieval,small_talk,False,True,small_talk,34.03,10.0,32.7,260.98,16900.0,169,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,26,knowledge_retrieval,small_talk,False,True,small_talk,34.47,11.01,33.03,266.65,15163.9,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,27,knowledge_retrieval,small_talk,False,True,small_talk,34.39,11.04,32.01,269.43,15395.76,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,37.7,10.04,35.88,279.33,16537.16,166,5,0.867,0.867,100.0,4096,
qwen3:0.6b,1,29,knowledge_retrieval,small_talk,False,True,small_talk,32.28,9.73,30.65,277.72,17469.94,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,30,summarize,summarize,True,False,summarize,36.52,11.41,34.85,253.07,14641.42,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,31,summarize,summarize,True,False,summarize,38.56,11.92,37.26,252.13,14098.69,168,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,32,summarize,summarize,True,False,summarize,40.09,11.74,38.5,225.3,14137.28,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,33,summarize,summarize,True,False,summarize,36.41,11.41,35.05,249.94,14640.13,167,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,34,summarize,,False,False,重点：你好，今天心情怎么样？,53.18,10.4,51.45,268.29,15869.96,165,9,0.867,0.867,100.0,4096,
qwen3:0.6b,1,35,summarize,small_talk,False,False,small_talk,36.74,10.46,35.04,247.01,15768.35,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,36,summarize,,False,False,none,51.04,10.52,25.57,282.89,15785.47,166,2,0.867,0.867,100.0,4096,
qwen3:0.6b,1,37,summarize,summarize,True,False,summarize,34.0,9.85,31.94,283.61,16849.37,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,38,summarize,,False,False,这段文字讲的是关于Redis和MySQL的区别。,56.87,10.52,55.79,284.2,16260.94,171,11,0.867,0.867,100.0,4096,
qwen3:0.6b,1,39,summarize,summarize,True,False,summarize,32.62,9.77,30.68,286.76,17497.19,171,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,40,summarize,summarize,True,False,summarize,42.7,10.35,40.53,236.8,16420.36,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,41,summarize,,False,False,condense,31.98,10.32,29.05,263.0,16371.21,169,3,0.867,0.867,100.0,4096,
qwen3:0.6b,1,42,summarize,summarize,True,False,"- 你好呀，今天心情怎么样？  
- 摘要、",78.54,10.46,76.98,272.78,16058.12,168,16,0.867,0.867,100.0,4096,
qwen3:0.6b,1,43,summarize,summarize,True,False,summarize,92.96,9.76,90.82,268.89,17001.23,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,44,summarize,summarize,True,False,summarize,36.17,10.7,34.7,269.51,15521.27,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,45,summarize,summarize,True,True,summarize,32.51,10.27,30.52,276.87,16755.97,172,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,46,summarize,summarize,True,True,summarize,48.86,10.17,32.99,289.16,16614.24,169,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,47,summarize,,False,True,"1. 你好呀，今天心情怎么样？  
2. 我感觉",77.36,9.96,76.22,279.67,16675.04,166,16,0.867,0.867,100.0,4096,
qwen3:0.6b,1,48,summarize,,False,True,core_viewpoint,33.57,10.12,30.7,269.71,16409.65,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,49,summarize,summarize,True,True,summarize,33.49,11.1,32.23,266.38,15318.08,170,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,50,small_talk,small_talk,True,False,small_talk,33.04,9.93,31.28,266.86,16421.52,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,51,small_talk,small_talk,True,False,small_talk,32.22,9.41,30.83,279.58,17329.36,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,52,small_talk,,False,False,谢谢,24.61,9.26,23.05,286.45,17594.99,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,1,53,small_talk,small_talk,True,False,small_talk,54.73,9.17,30.09,266.06,17773.42,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,54,small_talk,small_talk,True,False,small_talk,30.64,9.52,29.21,289.5,17234.13,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,55,small_talk,small_talk,True,False,small_talk,32.23,8.85,30.86,281.23,18641.96,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,56,small_talk,small_talk,True,False,small_talk,31.97,9.07,30.17,284.31,18071.63,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,57,small_talk,small_talk,True,False,small_talk,30.85,9.4,29.68,287.69,17344.12,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,58,small_talk,,False,False,good,23.73,8.78,22.56,310.75,18575.5,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,1,59,small_talk,small_talk,True,False,small_talk,31.21,9.3,29.56,290.25,17628.72,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,60,small_talk,small_talk,True,False,small_talk,31.32,9.34,29.75,282.85,17453.69,163,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,61,small_talk,small_talk,True,False,small_talk,49.19,9.5,29.7,291.21,17254.08,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,62,small_talk,small_talk,True,False,small_talk,45.86,9.06,31.16,257.88,18213.93,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,63,small_talk,small_talk,True,False,small_talk,32.48,9.09,30.98,290.78,18157.81,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,64,small_talk,small_talk,True,False,small_talk,34.22,10.55,32.74,277.6,15543.55,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,65,small_talk,small_talk,True,False,small_talk,32.63,8.99,31.56,283.91,18244.52,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,66,small_talk,small_talk,True,False,small_talk,31.33,9.77,29.2,281.12,16996.01,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,67,small_talk,small_talk,True,False,small_talk,30.46,8.86,29.28,284.54,18516.43,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,68,small_talk,small_talk,True,True,small_talk,32.54,9.36,31.33,278.32,17628.21,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,69,small_talk,,False,True,continue,25.75,9.58,24.04,324.83,17016.39,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,1,70,small_talk,small_talk,True,True,small_talk,80.46,9.75,62.05,265.8,16916.14,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,71,small_talk,small_talk,True,True,small_talk,60.67,9.37,56.2,263.38,17605.63,165,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,72,small_talk,small_talk,True,True,small_talk,31.24,9.49,29.69,278.07,17281.35,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,73,small_talk,small_talk,True,True,small_talk,52.46,9.26,31.45,285.92,17704.85,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,74,small_talk,small_talk,True,True,small_talk,32.92,10.19,29.94,289.98,16089.47,164,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,75,small_talk,,False,True,有意思,34.89,9.01,22.57,293.47,18087.0,163,2,0.867,0.867,100.0,4096,
qwen3:0.6b,1,76,knowledge_retrieval,small_talk,False,False,small_talk,31.57,9.53,30.24,278.22,17415.02,166,4,0.867,0.867,100.0,4096,
qwen3:0.6b,1,77,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,34.73,9.78,33.51,294.71,17283.7,169,5,0.867,0.867,100.0,4096,
qwen3:0.6b,1,78,knowledge_retrieval,small_talk,False,False,small_talk,32.8,9.9,31.51,277.72,17276.22,171,4,0.867,0.867,100.0,4096,
