model,rep,item_id,gold,pred,correct,hard,raw_output,wall_ms,ttft_ms,total_ms,decode_tps,prefill_tps,prompt_tokens,output_tokens,footprint_gb,vram_gb,gpu_ratio,num_ctx,error
qwen3:1.7b-fp16,0,29,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,89.01,18.37,88.27,81.24,9254.72,170,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,30,summarize,summarize,True,False,summarize,94.22,18.28,81.6,86.55,9137.17,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,31,summarize,summarize,True,False,summarize,72.32,19.38,70.55,87.13,8666.49,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,32,summarize,summarize,True,False,summarize,87.42,18.23,71.47,86.28,9103.87,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,33,summarize,summarize,True,False,summarize,94.97,18.5,71.78,86.93,9028.0,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,34,summarize,summarize,True,False,summarize,120.55,47.5,99.24,86.7,3473.46,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,35,summarize,small_talk,False,False,small_talk,70.29,17.98,69.15,85.9,9177.37,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,36,summarize,summarize,True,False,summarize,73.05,19.22,71.95,87.4,8635.94,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,37,summarize,summarize,True,False,summarize,73.27,19.1,72.18,86.58,8691.1,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,38,summarize,knowledge_retrieval,False,False,knowledge_retrieval,90.58,18.62,89.46,80.89,9185.65,171,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,39,summarize,summarize,True,False,summarize,77.33,20.45,75.8,86.76,8363.09,171,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,40,summarize,summarize,True,False,summarize,84.17,19.24,83.0,86.28,8834.84,170,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,41,summarize,summarize,True,False,summarize,76.65,18.74,75.84,86.59,9018.14,169,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,42,summarize,small_talk,False,False,small_talk,70.87,18.41,69.34,86.68,9123.0,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,43,summarize,summarize,True,False,summarize,83.17,18.46,71.23,85.86,8990.95,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,44,summarize,summarize,True,False,summarize,74.7,18.45,73.07,85.36,8997.29,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,45,summarize,summarize,True,True,summarize,91.26,18.58,89.82,85.44,9256.27,172,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,46,summarize,summarize,True,True,summarize,70.89,18.55,69.97,85.53,9112.48,169,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,47,summarize,small_talk,False,True,small_talk,72.71,18.63,71.55,85.22,8910.84,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,48,summarize,summarize,True,True,summarize,71.81,19.15,70.63,86.65,8668.86,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,49,summarize,small_talk,False,True,small_talk,77.01,18.34,75.1,85.0,9268.85,170,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,50,small_talk,small_talk,True,False,small_talk,92.97,30.35,80.71,87.48,5370.68,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,51,small_talk,small_talk,True,False,small_talk,84.5,17.59,73.45,86.87,9265.05,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,52,small_talk,small_talk,True,False,small_talk,71.82,17.34,70.8,83.88,9402.4,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,53,small_talk,small_talk,True,False,small_talk,98.88,17.19,73.08,87.03,9483.36,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,54,small_talk,small_talk,True,False,small_talk,84.9,32.61,83.79,86.44,5028.36,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,55,small_talk,small_talk,True,False,small_talk,87.09,16.8,85.94,84.77,9824.35,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,56,small_talk,small_talk,True,False,small_talk,81.55,17.02,80.68,86.94,9634.59,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,57,small_talk,small_talk,True,False,small_talk,86.19,16.95,72.64,85.61,9619.36,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,58,small_talk,small_talk,True,False,small_talk,89.72,16.91,68.54,85.13,9639.84,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,59,small_talk,small_talk,True,False,small_talk,91.67,17.39,68.25,85.96,9430.71,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,60,small_talk,small_talk,True,False,small_talk,92.11,16.82,67.24,87.18,9693.73,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,61,small_talk,small_talk,True,False,small_talk,104.27,16.8,79.08,86.65,9759.0,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,62,small_talk,small_talk,True,False,small_talk,103.37,17.38,81.02,86.67,9495.86,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,63,small_talk,small_talk,True,False,small_talk,84.68,16.94,68.35,85.3,9740.26,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,64,small_talk,small_talk,True,False,small_talk,112.54,17.34,88.19,83.18,9455.72,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,65,small_talk,small_talk,True,False,small_talk,78.49,17.12,77.48,86.39,9581.68,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,66,small_talk,small_talk,True,False,small_talk,91.83,19.13,72.81,86.47,8677.47,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,67,small_talk,small_talk,True,False,small_talk,88.18,17.07,67.89,87.36,9605.81,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,68,small_talk,small_talk,True,True,small_talk,70.1,16.83,68.62,87.0,9805.09,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,69,small_talk,small_talk,True,True,small_talk,84.96,16.94,68.85,85.63,9620.49,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,70,small_talk,small_talk,True,True,small_talk,94.09,17.08,68.16,86.45,9659.86,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,71,small_talk,small_talk,True,True,small_talk,94.08,17.29,69.85,86.98,9541.98,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,72,small_talk,small_talk,True,True,small_talk,74.22,17.0,72.77,87.37,9649.9,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,73,small_talk,small_talk,True,True,small_talk,68.88,16.68,67.74,86.49,9832.72,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,74,small_talk,small_talk,True,True,small_talk,87.99,16.84,69.39,87.45,9741.03,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,75,small_talk,small_talk,True,True,small_talk,71.55,16.87,70.45,84.89,9662.69,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,76,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,97.33,18.98,94.62,80.51,8745.59,166,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,77,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,110.36,19.25,86.11,82.13,8778.76,169,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,78,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.35,19.04,84.23,82.38,8982.04,171,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,79,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,84.91,18.52,83.75,82.32,8963.77,166,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,80,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,89.82,19.32,88.4,82.77,8693.4,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,81,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,92.62,18.34,91.39,81.52,9160.8,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,82,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.25,18.27,84.05,81.64,9141.67,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,83,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,91.68,18.7,90.51,82.23,8931.91,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,84,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,102.73,18.26,86.56,81.95,9147.18,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,85,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,87.24,18.23,85.37,81.86,9159.72,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,86,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,119.97,18.43,106.39,81.62,9115.08,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,87,summarize,summarize,True,False,summarize,72.98,18.12,71.82,86.54,9217.86,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,88,summarize,summarize,True,False,summarize,72.67,19.71,71.12,86.2,8521.43,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,89,summarize,summarize,True,False,summarize,74.71,19.3,72.94,87.3,8756.02,169,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,90,summarize,summarize,True,False,summarize,70.85,18.33,69.82,86.25,9054.71,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,91,summarize,summarize,True,False,summarize,70.93,18.26,69.9,86.59,9144.17,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,92,summarize,summarize,True,False,summarize,70.94,18.23,69.88,85.43,9215.58,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,93,summarize,summarize,True,False,summarize,84.22,18.41,69.13,87.27,9127.46,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,94,small_talk,small_talk,True,False,small_talk,77.3,16.73,76.32,86.65,9802.16,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,95,small_talk,small_talk,True,False,small_talk,69.44,17.62,68.42,86.76,9363.3,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,96,small_talk,small_talk,True,False,small_talk,87.05,17.24,68.4,85.7,9572.99,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,97,small_talk,small_talk,True,False,small_talk,94.09,17.11,92.87,85.82,9582.24,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,98,small_talk,small_talk,True,False,small_talk,71.05,17.37,69.58,86.34,9442.65,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,0,99,small_talk,small_talk,True,False,small_talk,83.1,17.33,69.63,85.98,9465.0,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,0,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,89.74,18.85,88.37,82.43,8858.95,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,1,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,106.51,18.8,105.2,78.41,8882.03,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,2,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,88.95,18.45,87.74,81.59,9105.69,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,3,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,92.53,19.08,91.49,81.99,8911.25,170,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,4,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,100.97,18.19,84.96,81.53,9236.86,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,5,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,110.68,19.3,87.13,81.14,8706.47,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,6,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,106.91,19.13,85.66,81.97,8783.85,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,7,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,88.31,19.11,87.17,82.24,8844.0,169,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,8,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.09,19.04,84.22,82.74,8771.47,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,9,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,108.2,18.4,88.88,81.58,9023.21,166,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,10,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,117.1,18.6,96.59,80.72,8978.98,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,11,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,95.44,18.7,87.06,80.89,8984.44,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,12,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,113.21,18.6,86.59,78.91,9141.75,170,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,13,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,125.87,18.36,104.4,81.84,9312.2,171,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,14,knowledge_retrieval,,False,False,chain_of_thought,98.54,18.71,96.71,82.39,8927.14,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,15,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.36,19.05,83.97,82.66,8816.58,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,16,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,105.91,18.3,84.99,81.47,9123.19,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,17,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.12,18.58,83.58,82.24,9043.44,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,18,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,94.66,18.74,93.4,83.36,8963.82,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,19,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.57,18.77,84.41,82.32,8896.23,167,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,20,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,84.99,18.32,84.07,82.46,9169.81,168,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,21,knowledge_retrieval,small_talk,False,True,small_talk,87.39,18.29,74.28,84.99,9133.17,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,22,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,104.64,19.57,86.3,80.83,8892.52,174,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,23,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,87.98,19.06,86.65,81.84,8866.27,169,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,24,knowledge_retrieval,small_talk,False,True,small_talk,70.98,18.34,69.35,86.52,9212.32,169,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,25,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,85.37,18.76,84.13,82.38,9007.09,169,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,26,knowledge_retrieval,small_talk,False,True,small_talk,70.78,18.68,69.82,86.36,8939.09,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,27,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,103.49,18.86,85.76,81.46,9014.26,170,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,100.59,18.45,99.35,81.0,8996.8,166,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,29,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,107.59,18.54,92.43,82.15,9171.34,170,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,30,summarize,summarize,True,False,summarize,73.67,18.46,72.51,86.67,9047.08,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,31,summarize,summarize,True,False,summarize,92.0,18.73,90.49,85.42,8971.0,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,32,summarize,summarize,True,False,summarize,94.91,19.17,76.46,86.07,8657.56,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,33,summarize,summarize,True,False,summarize,71.98,18.7,70.59,85.13,8932.87,167,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,34,summarize,summarize,True,False,summarize,89.87,17.79,69.23,85.97,9272.27,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,35,summarize,small_talk,False,False,small_talk,94.05,17.3,71.32,85.05,9539.78,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,36,summarize,summarize,True,False,summarize,71.89,19.16,70.81,86.53,8664.79,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,37,summarize,summarize,True,False,summarize,107.64,18.43,81.53,86.42,9009.5,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,38,summarize,knowledge_retrieval,False,False,knowledge_retrieval,92.67,18.49,91.52,81.32,9250.74,171,5,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,39,summarize,summarize,True,False,summarize,87.32,19.27,86.33,86.46,8874.82,171,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,40,summarize,summarize,True,False,summarize,89.68,18.98,72.77,86.27,8955.38,170,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,41,summarize,summarize,True,False,summarize,87.57,18.43,85.92,85.77,9172.32,169,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,42,summarize,small_talk,False,False,small_talk,77.74,18.98,76.72,86.5,8851.42,168,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,43,summarize,summarize,True,False,summarize,94.86,18.4,68.84,87.02,9024.19,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,44,summarize,summarize,True,False,summarize,71.42,18.7,70.23,85.23,8879.38,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,45,summarize,summarize,True,True,summarize,86.43,18.42,71.88,85.99,9337.68,172,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,46,summarize,summarize,True,True,summarize,91.36,18.28,71.68,86.66,9243.56,169,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,47,summarize,small_talk,False,True,small_talk,102.51,19.04,81.37,87.29,8719.86,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,48,summarize,summarize,True,True,summarize,70.91,18.55,69.67,86.21,8950.72,166,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,49,summarize,small_talk,False,True,small_talk,87.94,18.85,70.08,86.78,9017.61,170,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,50,small_talk,small_talk,True,False,small_talk,70.51,16.92,69.46,84.94,9633.57,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,51,small_talk,small_talk,True,False,small_talk,68.25,16.77,66.88,87.22,9719.16,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,52,small_talk,small_talk,True,False,small_talk,71.59,17.03,70.62,86.29,9570.78,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,53,small_talk,small_talk,True,False,small_talk,69.05,16.86,67.71,86.28,9669.57,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,54,small_talk,small_talk,True,False,small_talk,93.16,17.44,70.32,85.93,9404.21,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,55,small_talk,small_talk,True,False,small_talk,96.79,17.12,72.44,86.4,9637.85,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,56,small_talk,small_talk,True,False,small_talk,70.01,17.46,68.64,86.69,9391.82,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,57,small_talk,small_talk,True,False,small_talk,102.12,16.81,77.06,86.08,9698.34,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,58,small_talk,small_talk,True,False,small_talk,71.41,16.66,70.31,85.52,9783.33,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,59,small_talk,small_talk,True,False,small_talk,83.46,16.97,82.5,85.69,9664.11,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,60,small_talk,small_talk,True,False,small_talk,74.95,18.12,73.99,86.79,8994.59,163,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,61,small_talk,small_talk,True,False,small_talk,73.98,17.45,72.58,83.53,9395.59,164,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,62,small_talk,small_talk,True,False,small_talk,90.08,16.8,68.64,86.81,9820.26,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,63,small_talk,small_talk,True,False,small_talk,69.02,17.59,67.51,87.59,9380.86,165,4,3.693,3.693,100.0,4096,
qwen3:1.7b-fp16,1,64,small_talk,small_talk,True,False,small_talk,78.68,17.04,77.14,85.4,9622.72,164,4,3.693,3.693,100.0,4096,
